,School Name,Region,School Type,Undergraduate Major,Adjusted Salary
6047,Texas A&M University,Southern,State,Religion,37756
6048,Texas A&M University,Southern,State,Sociology,40156
6049,Texas A&M University,Southern,State,Spanish,37656
6050,Binghamton University,Northeastern,State,Accounting,53556
6051,Binghamton University,Northeastern,State,Aerospace Engineering,65256
6052,Binghamton University,Northeastern,State,Agriculture,50156
6053,Binghamton University,Northeastern,State,Anthropology,44356
6054,Binghamton University,Northeastern,State,Architecture,49156
6055,Binghamton University,Northeastern,State,Art History,43356
6056,Binghamton University,Northeastern,State,Biology,46356
6057,Binghamton University,Northeastern,State,Business Management,50556
6058,Binghamton University,Northeastern,State,Chemical Engineering,70756
6059,Binghamton University,Northeastern,State,Chemistry,50156
6060,Binghamton University,Northeastern,State,Civil Engineering,61456
6061,Binghamton University,Northeastern,State,Communications,45656
6062,Binghamton University,Northeastern,State,Computer Engineering,68956
6063,Binghamton University,Northeastern,State,Computer Science,63456
6064,Binghamton University,Northeastern,State,Construction,61256
6065,Binghamton University,Northeastern,State,Criminal Justice,42556
6066,Binghamton University,Northeastern,State,Drama,43456
6067,Binghamton University,Northeastern,State,Economics,57656
6068,Binghamton University,Northeastern,State,Education,42456
6069,Binghamton University,Northeastern,State,Electrical Engineering,68456
6070,Binghamton University,Northeastern,State,English,45556
6071,Binghamton University,Northeastern,State,Film,45456
6072,Binghamton University,Northeastern,State,Finance,55456
6073,Binghamton University,Northeastern,State,Forestry,46656
6074,Binghamton University,Northeastern,State,Geography,48756
6075,Binghamton University,Northeastern,State,Geology,51056
6076,Binghamton University,Northeastern,State,Graphic Design,43256
6077,Binghamton University,Northeastern,State,Health Care Administration,46356
6078,Binghamton University,Northeastern,State,History,46756
6079,Binghamton University,Northeastern,State,Hospitality & Tourism,45356
6080,Binghamton University,Northeastern,State,Industrial Engineering,65256
6081,Binghamton University,Northeastern,State,Information Technology (IT),56656
6082,Binghamton University,Northeastern,State,Interior Design,43656
6083,Binghamton University,Northeastern,State,International Relations,48456
6084,Binghamton University,Northeastern,State,Journalism,43156
6085,Binghamton University,Northeastern,State,Management Information Systems (MIS),56756
6086,Binghamton University,Northeastern,State,Marketing,48356
6087,Binghamton University,Northeastern,State,Math,52956
6088,Binghamton University,Northeastern,State,Mechanical Engineering,65456
6089,Binghamton University,Northeastern,State,Music,43456
6090,Binghamton University,Northeastern,State,Nursing,61756
6091,Binghamton University,Northeastern,State,Nutrition,47456
6092,Binghamton University,Northeastern,State,Philosophy,47456
6093,Binghamton University,Northeastern,State,Physician Assistant,81856
6094,Binghamton University,Northeastern,State,Physics,57856
6095,Binghamton University,Northeastern,State,Political Science,48356
6096,Binghamton University,Northeastern,State,Psychology,43456
6097,Binghamton University,Northeastern,State,Religion,41656
6098,Binghamton University,Northeastern,State,Sociology,44056
6099,Binghamton University,Northeastern,State,Spanish,41556
6100,University of Missouri - Rolla (UMR),Midwestern,State,Accounting,57056
6101,University of Missouri - Rolla (UMR),Midwestern,State,Aerospace Engineering,68756
6102,University of Missouri - Rolla (UMR),Midwestern,State,Agriculture,53656
6103,University of Missouri - Rolla (UMR),Midwestern,State,Anthropology,47856
6104,University of Missouri - Rolla (UMR),Midwestern,State,Architecture,52656
6105,University of Missouri - Rolla (UMR),Midwestern,State,Art History,46856
6106,University of Missouri - Rolla (UMR),Midwestern,State,Biology,49856
6107,University of Missouri - Rolla (UMR),Midwestern,State,Business Management,54056
6108,University of Missouri - Rolla (UMR),Midwestern,State,Chemical Engineering,74256
6109,University of Missouri - Rolla (UMR),Midwestern,State,Chemistry,53656
6110,University of Missouri - Rolla (UMR),Midwestern,State,Civil Engineering,64956
6111,University of Missouri - Rolla (UMR),Midwestern,State,Communications,49156
6112,University of Missouri - Rolla (UMR),Midwestern,State,Computer Engineering,72456
6113,University of Missouri - Rolla (UMR),Midwestern,State,Computer Science,66956
6114,University of Missouri - Rolla (UMR),Midwestern,State,Construction,64756
6115,University of Missouri - Rolla (UMR),Midwestern,State,Criminal Justice,46056
6116,University of Missouri - Rolla (UMR),Midwestern,State,Drama,46956
6117,University of Missouri - Rolla (UMR),Midwestern,State,Economics,61156
6118,University of Missouri - Rolla (UMR),Midwestern,State,Education,45956
6119,University of Missouri - Rolla (UMR),Midwestern,State,Electrical Engineering,71956
6120,University of Missouri - Rolla (UMR),Midwestern,State,English,49056
6121,University of Missouri - Rolla (UMR),Midwestern,State,Film,48956
6122,University of Missouri - Rolla (UMR),Midwestern,State,Finance,58956
6123,University of Missouri - Rolla (UMR),Midwestern,State,Forestry,50156
6124,University of Missouri - Rolla (UMR),Midwestern,State,Geography,52256
6125,University of Missouri - Rolla (UMR),Midwestern,State,Geology,54556
6126,University of Missouri - Rolla (UMR),Midwestern,State,Graphic Design,46756
6127,University of Missouri - Rolla (UMR),Midwestern,State,Health Care Administration,49856
6128,University of Missouri - Rolla (UMR),Midwestern,State,History,50256
6129,University of Missouri - Rolla (UMR),Midwestern,State,Hospitality & Tourism,48856
6130,University of Missouri - Rolla (UMR),Midwestern,State,Industrial Engineering,68756
6131,University of Missouri - Rolla (UMR),Midwestern,State,Information Technology (IT),60156
6132,University of Missouri - Rolla (UMR),Midwestern,State,Interior Design,47156
6133,University of Missouri - Rolla (UMR),Midwestern,State,International Relations,51956
6134,University of Missouri - Rolla (UMR),Midwestern,State,Journalism,46656
6135,University of Missouri - Rolla (UMR),Midwestern,State,Management Information Systems (MIS),60256
6136,University of Missouri - Rolla (UMR),Midwestern,State,Marketing,51856
6137,University of Missouri - Rolla (UMR),Midwestern,State,Math,56456
6138,University of Missouri - Rolla (UMR),Midwestern,State,Mechanical Engineering,68956
6139,University of Missouri - Rolla (UMR),Midwestern,State,Music,46956
6140,University of Missouri - Rolla (UMR),Midwestern,State,Nursing,65256
6141,University of Missouri - Rolla (UMR),Midwestern,State,Nutrition,50956
6142,University of Missouri - Rolla (UMR),Midwestern,State,Philosophy,50956
6143,University of Missouri - Rolla (UMR),Midwestern,State,Physician Assistant,85356
6144,University of Missouri - Rolla (UMR),Midwestern,State,Physics,61356
6145,University of Missouri - Rolla (UMR),Midwestern,State,Political Science,51856
6146,University of Missouri - Rolla (UMR),Midwestern,State,Psychology,46956
6147,University of Missouri - Rolla (UMR),Midwestern,State,Religion,45156
6148,University of Missouri - Rolla (UMR),Midwestern,State,Sociology,47556
6149,University of Missouri - Rolla (UMR),Midwestern,State,Spanish,45056
6150,San Jose State University (SJSU),California,State,Accounting,53456
6151,San Jose State University (SJSU),California,State,Aerospace Engineering,65156
6152,San Jose State University (SJSU),California,State,Agriculture,50056
6153,San Jose State University (SJSU),California,State,Anthropology,44256
6154,San Jose State University (SJSU),California,State,Architecture,49056
6155,San Jose State University (SJSU),California,State,Art History,43256
6156,San Jose State University (SJSU),California,State,Biology,46256
6157,San Jose State University (SJSU),California,State,Business Management,50456
6158,San Jose State University (SJSU),California,State,Chemical Engineering,70656
6159,San Jose State University (SJSU),California,State,Chemistry,50056
6160,San Jose State University (SJSU),California,State,Civil Engineering,61356
6161,San Jose State University (SJSU),California,State,Communications,45556
6162,San Jose State University (SJSU),California,State,Computer Engineering,68856
6163,San Jose State University (SJSU),California,State,Computer Science,63356
6164,San Jose State University (SJSU),California,State,Construction,61156
6165,San Jose State University (SJSU),California,State,Criminal Justice,42456
6166,San Jose State University (SJSU),California,State,Drama,43356
6167,San Jose State University (SJSU),California,State,Economics,57556
6168,San Jose State University (SJSU),California,State,Education,42356
6169,San Jose State University (SJSU),California,State,Electrical Engineering,68356
6170,San Jose State University (SJSU),California,State,English,45456
6171,San Jose State University (SJSU),California,State,Film,45356
6172,San Jose State University (SJSU),California,State,Finance,55356
6173,San Jose State University (SJSU),California,State,Forestry,46556
6174,San Jose State University (SJSU),California,State,Geography,48656
6175,San Jose State University (SJSU),California,State,Geology,50956
6176,San Jose State University (SJSU),California,State,Graphic Design,43156
6177,San Jose State University (SJSU),California,State,Health Care Administration,46256
6178,San Jose State University (SJSU),California,State,History,46656
6179,San Jose State University (SJSU),California,State,Hospitality & Tourism,45256
6180,San Jose State University (SJSU),California,State,Industrial Engineering,65156
6181,San Jose State University (SJSU),California,State,Information Technology (IT),56556
6182,San Jose State University (SJSU),California,State,Interior Design,43556
6183,San Jose State University (SJSU),California,State,International Relations,48356
6184,San Jose State University (SJSU),California,State,Journalism,43056
6185,San Jose State University (SJSU),California,State,Management Information Systems (MIS),56656
6186,San Jose State University (SJSU),California,State,Marketing,48256
6187,San Jose State University (SJSU),California,State,Math,52856
6188,San Jose State University (SJSU),California,State,Mechanical Engineering,65356
6189,San Jose State University (SJSU),California,State,Music,43356
6190,San Jose State University (SJSU),California,State,Nursing,61656
6191,San Jose State University (SJSU),California,State,Nutrition,47356
6192,San Jose State University (SJSU),California,State,Philosophy,47356
6193,San Jose State University (SJSU),California,State,Physician Assistant,81756
6194,San Jose State University (SJSU),California,State,Physics,57756
6195,San Jose State University (SJSU),California,State,Political Science,48256
6196,San Jose State University (SJSU),California,State,Psychology,43356
6197,San Jose State University (SJSU),California,State,Religion,41556
6198,San Jose State University (SJSU),California,State,Sociology,43956
6199,San Jose State University (SJSU),California,State,Spanish,41456
6200,University of Michigan,Midwestern,State,Accounting,52656
6201,University of Michigan,Midwestern,State,Aerospace Engineering,64356
6202,University of Michigan,Midwestern,State,Agriculture,49256
6203,University of Michigan,Midwestern,State,Anthropology,43456
6204,University of Michigan,Midwestern,State,Architecture,48256
6205,University of Michigan,Midwestern,State,Art History,42456
6206,University of Michigan,Midwestern,State,Biology,45456
6207,University of Michigan,Midwestern,State,Business Management,49656
6208,University of Michigan,Midwestern,State,Chemical Engineering,69856
6209,University of Michigan,Midwestern,State,Chemistry,49256
6210,University of Michigan,Midwestern,State,Civil Engineering,60556
6211,University of Michigan,Midwestern,State,Communications,44756
6212,University of Michigan,Midwestern,State,Computer Engineering,68056
6213,University of Michigan,Midwestern,State,Computer Science,62556
6214,University of Michigan,Midwestern,State,Construction,60356
6215,University of Michigan,Midwestern,State,Criminal Justice,41656
6216,University of Michigan,Midwestern,State,Drama,42556
6217,University of Michigan,Midwestern,State,Economics,56756
6218,University of Michigan,Midwestern,State,Education,41556
6219,University of Michigan,Midwestern,State,Electrical Engineering,67556
6220,University of Michigan,Midwestern,State,English,44656
6221,University of Michigan,Midwestern,State,Film,44556
6222,University of Michigan,Midwestern,State,Finance,54556
6223,University of Michigan,Midwestern,State,Forestry,45756
6224,University of Michigan,Midwestern,State,Geography,47856
6225,University of Michigan,Midwestern,State,Geology,50156
6226,University of Michigan,Midwestern,State,Graphic Design,42356
6227,University of Michigan,Midwestern,State,Health Care Administration,45456
6228,University of Michigan,Midwestern,State,History,45856
6229,University of Michigan,Midwestern,State,Hospitality & Tourism,44456
6230,University of Michigan,Midwestern,State,Industrial Engineering,64356
6231,University of Michigan,Midwestern,State,Information Technology (IT),55756
6232,University of Michigan,Midwestern,State,Interior Design,42756
6233,University of Michigan,Midwestern,State,International Relations,47556
6234,University of Michigan,Midwestern,State,Journalism,42256
6235,University of Michigan,Midwestern,State,Management Information Systems (MIS),55856
6236,University of Michigan,Midwestern,State,Marketing,47456
6237,University of Michigan,Midwestern,State,Math,52056
6238,University of Michigan,Midwestern,State,Mechanical Engineering,64556
6239,University of Michigan,Midwestern,State,Music,42556
6240,University of Michigan,Midwestern,State,Nursing,60856
6241,University of Michigan,Midwestern,State,Nutrition,46556
6242,University of Michigan,Midwestern,State,Philosophy,46556
6243,University of Michigan,Midwestern,State,Physician Assistant,80956
6244,University of Michigan,Midwestern,State,Physics,56956
6245,University of Michigan,Midwestern,State,Political Science,47456
6246,University of Michigan,Midwestern,State,Psychology,42556
6247,University of Michigan,Midwestern,State,Religion,40756
6248,University of Michigan,Midwestern,State,Sociology,43156
6249,University of Michigan,Midwestern,State,Spanish,40656
6250,Stony Brook University,Northeastern,State,Accounting,49456
6251,Stony Brook University,Northeastern,State,Aerospace Engineering,61156
6252,Stony Brook University,Northeastern,State,Agriculture,46056
6253,Stony Brook University,Northeastern,State,Anthropology,40256
6254,Stony Brook University,Northeastern,State,Architecture,45056
6255,Stony Brook University,Northeastern,State,Art History,39256
6256,Stony Brook University,Northeastern,State,Biology,42256
6257,Stony Brook University,Northeastern,State,Business Management,46456
6258,Stony Brook University,Northeastern,State,Chemical Engineering,66656
6259,Stony Brook University,Northeastern,State,Chemistry,46056
6260,Stony Brook University,Northeastern,State,Civil Engineering,57356
6261,Stony Brook University,Northeastern,State,Communications,41556
6262,Stony Brook University,Northeastern,State,Computer Engineering,64856
6263,Stony Brook University,Northeastern,State,Computer Science,59356
6264,Stony Brook University,Northeastern,State,Construction,57156
6265,Stony Brook University,Northeastern,State,Criminal Justice,38456
6266,Stony Brook University,Northeastern,State,Drama,39356
6267,Stony Brook University,Northeastern,State,Economics,53556
6268,Stony Brook University,Northeastern,State,Education,38356
6269,Stony Brook University,Northeastern,State,Electrical Engineering,64356
6270,Stony Brook University,Northeastern,State,English,41456
6271,Stony Brook University,Northeastern,State,Film,41356
6272,Stony Brook University,Northeastern,State,Finance,51356
6273,Stony Brook University,Northeastern,State,Forestry,42556
6274,Stony Brook University,Northeastern,State,Geography,44656
6275,Stony Brook University,Northeastern,State,Geology,46956
6276,Stony Brook University,Northeastern,State,Graphic Design,39156
6277,Stony Brook University,Northeastern,State,Health Care Administration,42256
6278,Stony Brook University,Northeastern,State,History,42656
6279,Stony Brook University,Northeastern,State,Hospitality & Tourism,41256
6280,Stony Brook University,Northeastern,State,Industrial Engineering,61156
6281,Stony Brook University,Northeastern,State,Information Technology (IT),52556
6282,Stony Brook University,Northeastern,State,Interior Design,39556
6283,Stony Brook University,Northeastern,State,International Relations,44356
6284,Stony Brook University,Northeastern,State,Journalism,39056
6285,Stony Brook University,Northeastern,State,Management Information Systems (MIS),52656
6286,Stony Brook University,Northeastern,State,Marketing,44256
6287,Stony Brook University,Northeastern,State,Math,48856
6288,Stony Brook University,Northeastern,State,Mechanical Engineering,61356
6289,Stony Brook University,Northeastern,State,Music,39356
6290,Stony Brook University,Northeastern,State,Nursing,57656
6291,Stony Brook University,Northeastern,State,Nutrition,43356
6292,Stony Brook University,Northeastern,State,Philosophy,43356
6293,Stony Brook University,Northeastern,State,Physician Assistant,77756
6294,Stony Brook University,Northeastern,State,Physics,53756
6295,Stony Brook University,Northeastern,State,Political Science,44256
6296,Stony Brook University,Northeastern,State,Psychology,39356
6297,Stony Brook University,Northeastern,State,Religion,37556
6298,Stony Brook University,Northeastern,State,Sociology,39956
6299,Stony Brook University,Northeastern,State,Spanish,37456
6300,Rutgers University,Northeastern,State,Accounting,50256
6301,Rutgers University,Northeastern,State,Aerospace Engineering,61956
6302,Rutgers University,Northeastern,State,Agriculture,46856
6303,Rutgers University,Northeastern,State,Anthropology,41056
6304,Rutgers University,Northeastern,State,Architecture,45856
6305,Rutgers University,Northeastern,State,Art History,40056
6306,Rutgers University,Northeastern,State,Biology,43056
6307,Rutgers University,Northeastern,State,Business Management,47256
6308,Rutgers University,Northeastern,State,Chemical Engineering,67456
6309,Rutgers University,Northeastern,State,Chemistry,46856
6310,Rutgers University,Northeastern,State,Civil Engineering,58156
6311,Rutgers University,Northeastern,State,Communications,42356
6312,Rutgers University,Northeastern,State,Computer Engineering,65656
6313,Rutgers University,Northeastern,State,Computer Science,60156
6314,Rutgers University,Northeastern,State,Construction,57956
6315,Rutgers University,Northeastern,State,Criminal Justice,39256
6316,Rutgers University,Northeastern,State,Drama,40156
6317,Rutgers University,Northeastern,State,Economics,54356
6318,Rutgers University,Northeastern,State,Education,39156
6319,Rutgers University,Northeastern,State,Electrical Engineering,65156
6320,Rutgers University,Northeastern,State,English,42256
6321,Rutgers University,Northeastern,State,Film,42156
6322,Rutgers University,Northeastern,State,Finance,52156
6323,Rutgers University,Northeastern,State,Forestry,43356
6324,Rutgers University,Northeastern,State,Geography,45456
6325,Rutgers University,Northeastern,State,Geology,47756
6326,Rutgers University,Northeastern,State,Graphic Design,39956
6327,Rutgers University,Northeastern,State,Health Care Administration,43056
6328,Rutgers University,Northeastern,State,History,43456
6329,Rutgers University,Northeastern,State,Hospitality & Tourism,42056
6330,Rutgers University,Northeastern,State,Industrial Engineering,61956
6331,Rutgers University,Northeastern,State,Information Technology (IT),53356
6332,Rutgers University,Northeastern,State,Interior Design,40356
6333,Rutgers University,Northeastern,State,International Relations,45156
6334,Rutgers University,Northeastern,State,Journalism,39856
6335,Rutgers University,Northeastern,State,Management Information Systems (MIS),53456
6336,Rutgers University,Northeastern,State,Marketing,45056
6337,Rutgers University,Northeastern,State,Math,49656
6338,Rutgers University,Northeastern,State,Mechanical Engineering,62156
6339,Rutgers University,Northeastern,State,Music,40156
6340,Rutgers University,Northeastern,State,Nursing,58456
6341,Rutgers University,Northeastern,State,Nutrition,44156
6342,Rutgers University,Northeastern,State,Philosophy,44156
6343,Rutgers University,Northeastern,State,Physician Assistant,78556
6344,Rutgers University,Northeastern,State,Physics,54556
6345,Rutgers University,Northeastern,State,Political Science,45056
6346,Rutgers University,Northeastern,State,Psychology,40156
6347,Rutgers University,Northeastern,State,Religion,38356
6348,Rutgers University,Northeastern,State,Sociology,40756
6349,Rutgers University,Northeastern,State,Spanish,38256
6350,Purdue University,Midwestern,State,Accounting,51356
6351,Purdue University,Midwestern,State,Aerospace Engineering,63056
6352,Purdue University,Midwestern,State,Agriculture,47956
6353,Purdue University,Midwestern,State,Anthropology,42156
6354,Purdue University,Midwestern,State,Architecture,46956
6355,Purdue University,Midwestern,State,Art History,41156
6356,Purdue University,Midwestern,State,Biology,44156
6357,Purdue University,Midwestern,State,Business Management,48356
6358,Purdue University,Midwestern,State,Chemical Engineering,68556
6359,Purdue University,Midwestern,State,Chemistry,47956
6360,Purdue University,Midwestern,State,Civil Engineering,59256
6361,Purdue University,Midwestern,State,Communications,43456
6362,Purdue University,Midwestern,State,Computer Engineering,66756
6363,Purdue University,Midwestern,State,Computer Science,61256
6364,Purdue University,Midwestern,State,Construction,59056
6365,Purdue University,Midwestern,State,Criminal Justice,40356
6366,Purdue University,Midwestern,State,Drama,41256
6367,Purdue University,Midwestern,State,Economics,55456
6368,Purdue University,Midwestern,State,Education,40256
6369,Purdue University,Midwestern,State,Electrical Engineering,66256
6370,Purdue University,Midwestern,State,English,43356
6371,Purdue University,Midwestern,State,Film,43256
6372,Purdue University,Midwestern,State,Finance,53256
6373,Purdue University,Midwestern,State,Forestry,44456
6374,Purdue University,Midwestern,State,Geography,46556
6375,Purdue University,Midwestern,State,Geology,48856
6376,Purdue University,Midwestern,State,Graphic Design,41056
6377,Purdue University,Midwestern,State,Health Care Administration,44156
6378,Purdue University,Midwestern,State,History,44556
6379,Purdue University,Midwestern,State,Hospitality & Tourism,43156
6380,Purdue University,Midwestern,State,Industrial Engineering,63056
6381,Purdue University,Midwestern,State,Information Technology (IT),54456
6382,Purdue University,Midwestern,State,Interior Design,41456
6383,Purdue University,Midwestern,State,International Relations,46256
6384,Purdue University,Midwestern,State,Journalism,40956
6385,Purdue University,Midwestern,State,Management Information Systems (MIS),54556
6386,Purdue University,Midwestern,State,Marketing,46156
6387,Purdue University,Midwestern,State,Math,50756
6388,Purdue University,Midwestern,State,Mechanical Engineering,63256
6389,Purdue University,Midwestern,State,Music,41256
6390,Purdue University,Midwestern,State,Nursing,59556
6391,Purdue University,Midwestern,State,Nutrition,45256
6392,Purdue University,Midwestern,State,Philosophy,45256
6393,Purdue University,Midwestern,State,Physician Assistant,79656
6394,Purdue University,Midwestern,State,Physics,55656
6395,Purdue University,Midwestern,State,Political Science,46156
6396,Purdue University,Midwestern,State,Psychology,41256
6397,Purdue University,Midwestern,State,Religion,39456
6398,Purdue University,Midwestern,State,Sociology,41856
6399,Purdue University,Midwestern,State,Spanish,39356
6400,University of Connecticut (UConn),Northeastern,State,Accounting,47956
6401,University of Connecticut (UConn),Northeastern,State,Aerospace Engineering,59656
6402,University of Connecticut (UConn),Northeastern,State,Agriculture,44556
6403,University of Connecticut (UConn),Northeastern,State,Anthropology,38756
6404,University of Connecticut (UConn),Northeastern,State,Architecture,43556
6405,University of Connecticut (UConn),Northeastern,State,Art History,37756
6406,University of Connecticut (UConn),Northeastern,State,Biology,40756
6407,University of Connecticut (UConn),Northeastern,State,Business Management,44956
6408,University of Connecticut (UConn),Northeastern,State,Chemical Engineering,65156
6409,University of Connecticut (UConn),Northeastern,State,Chemistry,44556
6410,University of Connecticut (UConn),Northeastern,State,Civil Engineering,55856
6411,University of Connecticut (UConn),Northeastern,State,Communications,40056
6412,University of Connecticut (UConn),Northeastern,State,Computer Engineering,63356
6413,University of Connecticut (UConn),Northeastern,State,Computer Science,57856
6414,University of Connecticut (UConn),Northeastern,State,Construction,55656
6415,University of Connecticut (UConn),Northeastern,State,Criminal Justice,36956
6416,University of Connecticut (UConn),Northeastern,State,Drama,37856
6417,University of Connecticut (UConn),Northeastern,State,Economics,52056
6418,University of Connecticut (UConn),Northeastern,State,Education,36856
6419,University of Connecticut (UConn),Northeastern,State,Electrical Engineering,62856
6420,University of Connecticut (UConn),Northeastern,State,English,39956
6421,University of Connecticut (UConn),Northeastern,State,Film,39856
6422,University of Connecticut (UConn),Northeastern,State,Finance,49856
6423,University of Connecticut (UConn),Northeastern,State,Forestry,41056
6424,University of Connecticut (UConn),Northeastern,State,Geography,43156
6425,University of Connecticut (UConn),Northeastern,State,Geology,45456
6426,University of Connecticut (UConn),Northeastern,State,Graphic Design,37656
6427,University of Connecticut (UConn),Northeastern,State,Health Care Administration,40756
6428,University of Connecticut (UConn),Northeastern,State,History,41156
6429,University of Connecticut (UConn),Northeastern,State,Hospitality & Tourism,39756
6430,University of Connecticut (UConn),Northeastern,State,Industrial Engineering,59656
6431,University of Connecticut (UConn),Northeastern,State,Information Technology (IT),51056
6432,University of Connecticut (UConn),Northeastern,State,Interior Design,38056
6433,University of Connecticut (UConn),Northeastern,State,International Relations,42856
6434,University of Connecticut (UConn),Northeastern,State,Journalism,37556
6435,University of Connecticut (UConn),Northeastern,State,Management Information Systems (MIS),51156
6436,University of Connecticut (UConn),Northeastern,State,Marketing,42756
6437,University of Connecticut (UConn),Northeastern,State,Math,47356
6438,University of Connecticut (UConn),Northeastern,State,Mechanical Engineering,59856
6439,University of Connecticut (UConn),Northeastern,State,Music,37856
6440,University of Connecticut (UConn),Northeastern,State,Nursing,56156
6441,University of Connecticut (UConn),Northeastern,State,Nutrition,41856
6442,University of Connecticut (UConn),Northeastern,State,Philosophy,41856
6443,University of Connecticut (UConn),Northeastern,State,Physician Assistant,76256
6444,University of Connecticut (UConn),Northeastern,State,Physics,52256
6445,University of Connecticut (UConn),Northeastern,State,Political Science,42756
6446,University of Connecticut (UConn),Northeastern,State,Psychology,37856
6447,University of Connecticut (UConn),Northeastern,State,Religion,36056
6448,University of Connecticut (UConn),Northeastern,State,Sociology,38456
6449,University of Connecticut (UConn),Northeastern,State,Spanish,35956
6450,University of Massachusetts (UMass) - Amherst,Northeastern,State,Accounting,46556
6451,University of Massachusetts (UMass) - Amherst,Northeastern,State,Aerospace Engineering,58256
6452,University of Massachusetts (UMass) - Amherst,Northeastern,State,Agriculture,43156
6453,University of Massachusetts (UMass) - Amherst,Northeastern,State,Anthropology,37356
6454,University of Massachusetts (UMass) - Amherst,Northeastern,State,Architecture,42156
6455,University of Massachusetts (UMass) - Amherst,Northeastern,State,Art History,36356
6456,University of Massachusetts (UMass) - Amherst,Northeastern,State,Biology,39356
6457,University of Massachusetts (UMass) - Amherst,Northeastern,State,Business Management,43556
6458,University of Massachusetts (UMass) - Amherst,Northeastern,State,Chemical Engineering,63756
6459,University of Massachusetts (UMass) - Amherst,Northeastern,State,Chemistry,43156
6460,University of Massachusetts (UMass) - Amherst,Northeastern,State,Civil Engineering,54456
6461,University of Massachusetts (UMass) - Amherst,Northeastern,State,Communications,38656
6462,University of Massachusetts (UMass) - Amherst,Northeastern,State,Computer Engineering,61956
6463,University of Massachusetts (UMass) - Amherst,Northeastern,State,Computer Science,56456
6464,University of Massachusetts (UMass) - Amherst,Northeastern,State,Construction,54256
6465,University of Massachusetts (UMass) - Amherst,Northeastern,State,Criminal Justice,35556
6466,University of Massachusetts (UMass) - Amherst,Northeastern,State,Drama,36456
6467,University of Massachusetts (UMass) - Amherst,Northeastern,State,Economics,50656
6468,University of Massachusetts (UMass) - Amherst,Northeastern,State,Education,35456
6469,University of Massachusetts (UMass) - Amherst,Northeastern,State,Electrical Engineering,61456
6470,University of Massachusetts (UMass) - Amherst,Northeastern,State,English,38556
6471,University of Massachusetts (UMass) - Amherst,Northeastern,State,Film,38456
6472,University of Massachusetts (UMass) - Amherst,Northeastern,State,Finance,48456
6473,University of Massachusetts (UMass) - Amherst,Northeastern,State,Forestry,39656
6474,University of Massachusetts (UMass) - Amherst,Northeastern,State,Geography,41756
6475,University of Massachusetts (UMass) - Amherst,Northeastern,State,Geology,44056
6476,University of Massachusetts (UMass) - Amherst,Northeastern,State,Graphic Design,36256
6477,University of Massachusetts (UMass) - Amherst,Northeastern,State,Health Care Administration,39356
6478,University of Massachusetts (UMass) - Amherst,Northeastern,State,History,39756
6479,University of Massachusetts (UMass) - Amherst,Northeastern,State,Hospitality & Tourism,38356
6480,University of Massachusetts (UMass) - Amherst,Northeastern,State,Industrial Engineering,58256
6481,University of Massachusetts (UMass) - Amherst,Northeastern,State,Information Technology (IT),49656
6482,University of Massachusetts (UMass) - Amherst,Northeastern,State,Interior Design,36656
6483,University of Massachusetts (UMass) - Amherst,Northeastern,State,International Relations,41456
6484,University of Massachusetts (UMass) - Amherst,Northeastern,State,Journalism,36156
6485,University of Massachusetts (UMass) - Amherst,Northeastern,State,Management Information Systems (MIS),49756
6486,University of Massachusetts (UMass) - Amherst,Northeastern,State,Marketing,41356
6487,University of Massachusetts (UMass) - Amherst,Northeastern,State,Math,45956
6488,University of Massachusetts (UMass) - Amherst,Northeastern,State,Mechanical Engineering,58456
6489,University of Massachusetts (UMass) - Amherst,Northeastern,State,Music,36456
6490,University of Massachusetts (UMass) - Amherst,Northeastern,State,Nursing,54756
6491,University of Massachusetts (UMass) - Amherst,Northeastern,State,Nutrition,40456
6492,University of Massachusetts (UMass) - Amherst,Northeastern,State,Philosophy,40456
6493,University of Massachusetts (UMass) - Amherst,Northeastern,State,Physician Assistant,74856
6494,University of Massachusetts (UMass) - Amherst,Northeastern,State,Physics,50856
6495,University of Massachusetts (UMass) - Amherst,Northeastern,State,Political Science,41356
6496,University of Massachusetts (UMass) - Amherst,Northeastern,State,Psychology,36456
6497,University of Massachusetts (UMass) - Amherst,Northeastern,State,Religion,34656
6498,University of Massachusetts (UMass) - Amherst,Northeastern,State,Sociology,37056
6499,University of Massachusetts (UMass) - Amherst,Northeastern,State,Spanish,34556
6500,"California State University (CSU), Chico",California,State,Accounting,47356
6501,"California State University (CSU), Chico",California,State,Aerospace Engineering,59056
6502,"California State University (CSU), Chico",California,State,Agriculture,43956
6503,"California State University (CSU), Chico",California,State,Anthropology,38156
6504,"California State University (CSU), Chico",California,State,Architecture,42956
6505,"California State University (CSU), Chico",California,State,Art History,37156
6506,"California State University (CSU), Chico",California,State,Biology,40156
6507,"California State University (CSU), Chico",California,State,Business Management,44356
6508,"California State University (CSU), Chico",California,State,Chemical Engineering,64556
6509,"California State University (CSU), Chico",California,State,Chemistry,43956
6510,"California State University (CSU), Chico",California,State,Civil Engineering,55256
6511,"California State University (CSU), Chico",California,State,Communications,39456
6512,"California State University (CSU), Chico",California,State,Computer Engineering,62756
6513,"California State University (CSU), Chico",California,State,Computer Science,57256
6514,"California State University (CSU), Chico",California,State,Construction,55056
6515,"California State University (CSU), Chico",California,State,Criminal Justice,36356
6516,"California State University (CSU), Chico",California,State,Drama,37256
